PassengerId,Survived
892,0.07864411783767189
893,0.15001683958797185
894,0.11241669142551991
895,0.0725186737582324
896,0.18203271975852764
897,0.16330061608049629
898,0.15821780412633069
899,0.20064697231117667
900,0.21272660140068045
901,0.15860142076467876
902,0.06960511822746362
903,0.11673445212849887
904,0.9041135310013081
905,0.07428968591180884
906,0.6605260951302834
907,0.29914272651970353
908,0.10096020759660773
909,0.11595767498549348
910,0.14560760798368466
911,0.16452312784069412
912,0.5484151302376857
913,0.21938237190349597
914,0.2967832528925275
915,0.6597013543744924
916,0.8343282966600475
917,0.06343483139210582
918,0.7325861430142044
919,0.10726657579490484
920,0.16101701149100422
921,0.11910261207443273
922,0.10861454726428665
923,0.22780180489186153
924,0.16261820073960742
925,0.1969035336587378
926,0.5878186136907134
927,0.1336344598776963
928,0.14658452531995814
929,0.1770781862118369
930,0.08039352902124008
931,0.5323827659314204
932,0.08092504373981146
933,0.16589843360269252
934,0.06978889813383937
935,0.1734357242242902
936,0.5265675666795435
937,0.07898778677057317
938,0.1611151774006454
939,0.08547566048943156
940,0.8274888010284278
941,0.14348976992876628
942,0.6170711786161467
943,0.12662795019488893
944,0.2719491908960435
945,0.8925507438239934
946,0.1244432462887497
947,0.3317976417968833
948,0.06339349983352738
949,0.0788276819057101
950,0.07974079968723313
951,0.8747604210250465
952,0.12989353599646758
953,0.0906493730617447
954,0.12099718121614722
955,0.1855622145030904
956,0.902370133293509
957,0.21291020182162423
958,0.21276488358440793
959,0.2876924990151869
960,0.188499229780149
961,0.7804750787802728
962,0.175721701627923
963,0.09934409429087099
964,0.14432931635481405
965,0.19178367449838252
966,0.9025873746855217
967,0.8965608209029655
968,0.06962376827482697
969,0.16320857388010257
970,0.09395014966344861
971,0.175721701627923
972,0.32285527629940847
973,0.871457811992486
974,0.11163087153111495
975,0.06960511822746362
976,0.11163058877701126
977,0.09248590738276019
978,0.16499556682685557
979,0.1970732301893916
980,0.16223799867670385
981,0.445492984601928
982,0.18238579289972523
983,0.06959624403220155
984,0.561504890746471
985,0.06962376827482697
986,0.19567438405175452
987,0.07890946466389548
988,0.7472643292588916
989,0.06748200492525824
990,0.1819085483927657
991,0.06317520395949305
992,0.594506223249419
993,0.1660819884933118
994,0.08547566048943156
995,0.07527123675537961
996,0.23629045831509476
997,0.11331117683873704
998,0.11537371074482072
999,0.08547566048943156
1000,0.06979834340141855
1001,0.15504343176084634
1002,0.10191250883724845
1003,0.16225814895402546
1004,0.28407755082194375
1005,0.2075484452910087
1006,0.8818339213889369
1007,0.15458733043072626
1008,0.0865838779734619
1009,0.4758888573535096
1010,0.816763456242709
1011,0.23984692927524287
1012,0.3139415051707043
1013,0.08193234347760192
1014,0.6500938680691254
1015,0.06961566979104061
1016,0.08547566048943156
1017,0.2396426400776246
1018,0.09323068751279806
1019,0.20903785970435662
1020,0.08577695973295885
1021,0.0832987282085772
1022,0.0636614120325717
1023,0.13215482750629803
1024,0.21480065046082597
1025,0.08301860096405234
1026,0.07302556151344797
1027,0.08314114121591554
1028,0.09054247648197777
1029,0.10727558846396401
1030,0.1647717004875976
1031,0.3484310675187886
1032,0.5607730740700247
1033,0.8986415020548241
1034,0.7752231489361644
1035,0.16400440965717
1036,0.1269603937681637
1037,0.06951180049400285
1038,0.48667020696879726
1039,0.09351611326487597
1040,0.16589843360269252
1041,0.15593004798221244
1042,0.9181390430187586
1043,0.08654860871534054
1044,0.06490296954993391
1045,0.137955522133971
1046,0.29038558399422854
1047,0.08292096512684055
1048,0.9005891712632601
1049,0.1644670085058597
1050,0.1269603937681637
1051,0.1630279502401848
1052,0.16222659412456109
1053,0.30589793000354837
1054,0.18834996290129413
1055,0.06965770605110622
1056,0.08538366233428396
1057,0.20331699732957953
1058,0.4258358420405556
1059,0.2729378957326152
1060,0.2773387529145164
1061,0.1717361490525715
1062,0.06959307111993263
1063,0.08906265395338742
1064,0.09664781279993195
1065,0.08647719662273434
1066,0.1431934212201491
1067,0.46448234182757886
1068,0.40141755494667175
1069,0.48493217987023407
1070,0.3511844968885002
1071,0.8701252514005358
1072,0.09395014966344861
1073,0.8841903103680187
1074,0.6159920768714655
1075,0.08547566048943156
1076,0.9039422092799275
1077,0.08754697797234834
1078,0.2583283447750191
1079,0.12383574282022403
1080,0.7633947777648321
1081,0.08509692285593262
1082,0.1392014125250789
1083,0.1614636078167363
1084,0.21617055377415706
1085,0.10028173744305813
1086,0.4065990165423945
1087,0.06333396997002039
1088,0.8914555921494851
1089,0.1964385227643669
1090,0.116310612273954
1091,0.14663138728476144
1092,0.17777350628814592
1093,0.4050418880253772
1094,0.8891943640728932
1095,0.43697628528836985
1096,0.10635578639985344
1097,0.17772938820710682
1098,0.154636549142946
1099,0.11105303724114968
1100,0.2570785686799498
1101,0.07896960334398229
1102,0.09913825265054088
1103,0.0696476215192775
1104,0.7812594322747052
1105,0.1511485354338027
1106,0.12952523302029473
1107,0.30386093508982603
1108,0.162329178794538
1109,0.9042829365115808
1110,0.9053492175017244
1111,0.06962376827482697
1112,0.18945608081287602
1113,0.09954410279055848
1114,0.20001539599580687
1115,0.09921828897196572
1116,0.19848295735473453
1117,0.17734873769854287
1118,0.08786329852395913
1119,0.16223799867670385
1120,0.06317342749954469
1121,0.08553645347503913
1122,0.7044139307646827
1123,0.2910924595398785
1124,0.0946953736131636
1125,0.08548961266067157
1126,0.7711741989396176
1127,0.10592638156511935
1128,0.7477512251528697
1129,0.12253770873339953
1130,0.24006683224722092
1131,0.9727559417383153
1132,0.19298211140215704
1133,0.22411474353648697
1134,0.8878141411384324
1135,0.06960434756675526
1136,0.11410792609509046
1137,0.4539563527321162
1138,0.246395715247393
1139,0.17826816252374877
1140,0.23984692927524287
1141,0.17266859495895648
1142,0.5601713497289257
1143,0.10602743100467904
1144,0.8855594989081933
1145,0.08463467437658323
1146,0.06277778063476436
1147,0.06959307111993263
1148,0.08547566048943156
1149,0.06962376827482697
1150,0.2291786740973477
1151,0.09919250606790486
1152,0.06531430781654068
1153,0.09929138711023555
1154,0.2188791850933668
1155,0.45398564720961665
1156,0.11071619366518948
1157,0.06960511822746362
1158,0.09555946813925797
1159,0.06959307111993263
1160,0.14658452531995814
1161,0.1314141017175463
1162,0.8108521707899593
1163,0.08547566048943156
1164,0.8989291603586224
1165,0.1744388966447683
1166,0.08647721850131107
1167,0.29471027834668084
1168,0.09540082755562829
1169,0.12571975715528816
1170,0.11959727917709806
1171,0.12214918039114497
1172,0.16579838285094806
1173,0.3978445082556783
1174,0.16223799867670385
1175,0.34869014494134154
1176,0.47538981853238926
1177,0.06487706697465234
1178,0.06961566979104061
1179,0.854917170195949
1180,0.08647719662273434
1181,0.06962376827482697
1182,0.3079240190877939
1183,0.15809767203337566
1184,0.08647719662273434
1185,0.8533172498397003
1186,0.06211062218385677
1187,0.07532269877841591
1188,0.6727935105090609
1189,0.11910261207443273
1190,0.38349296797562415
1191,0.06748823667253112
1192,0.06383616029246875
1193,0.1227271799467754
1194,0.10060436303521969
1195,0.08387290748453691
1196,0.16223799867670385
1197,0.13466874549443186
1198,0.8874536775096412
1199,0.3794663277876491
1200,0.9203014883481804
1201,0.13609789654511129
1202,0.12265775811307855
1203,0.1100093882155172
1204,0.0695925686269373
1205,0.1551374160288025
1206,0.9046096331774334
1207,0.22071183648124848
1208,0.8909327960063862
1209,0.14333622725487882
1210,0.072198381840475
1211,0.2412324334718623
1212,0.07527123675537961
1213,0.09576952206106915
1214,0.10727558846396401
1215,0.14697062436765096
1216,0.9040735680252547
1217,0.08726486047907123
1218,0.49291984427355384
1219,0.8521978138854753
1220,0.1567249224475603
1221,0.1354303416541408
1222,0.2816441805797184
1223,0.17495420161943354
1224,0.08647721850131107
1225,0.23551897762947283
1226,0.07220938952421163
1227,0.15298382845995107
1228,0.0898173672178082
1229,0.08237371328770526
1230,0.22945044426014594
1231,0.08647719662273434
1232,0.1516763714119459
1233,0.06397716272298892
1234,0.7132766581844894
1235,0.8846714677341232
1236,0.07924865818600557
1237,0.21341222160590478
1238,0.10727558846396401
1239,0.15697293870443052
1240,0.11830202903769726
1241,0.20159415523004875
1242,0.7116834759526494
1243,0.10635578639985344
1244,0.780428275344544
1245,0.6427307483670976
1246,0.5065648917764011
1247,0.10979737404144474
1248,0.43846210241558825
1249,0.06960360068080751
1250,0.08547566048943156
1251,0.15218554868494916
1252,0.7150029129821923
1253,0.39777642170535443
1254,0.20159415523004875
1255,0.0725186737582324
1256,0.6381978327535788
1257,0.7755245315876977
1258,0.09249709014289631
1259,0.39563092086204377
1260,0.6507841720252009
1261,0.11598795691380503
1262,0.1280029523944548
1263,0.9006302041153801
1264,0.14065058052425838
1265,0.08678464478177583
1266,0.8971391756830536
1267,0.8458829671215924
1268,0.16461121633750997
1269,0.13107705016537985
1270,0.3755173962989463
1271,0.4043122159923247
1272,0.08547566048943156
1273,0.09131048056605207
1274,0.1585435463039503
1275,0.213612675913044
1276,0.09942861270642844
1277,0.7419195476761168
1278,0.08308093730276545
1279,0.09005971626696174
1280,0.11528303869354384
1281,0.325884538961441
1282,0.9005969039742124
1283,0.30645799158772735
1284,0.22118735062531603
1285,0.0930578868003249
1286,0.09881569953528546
1287,0.7020414200825631
1288,0.0987780864532608
1289,0.898819006168802
1290,0.09320822754834202
1291,0.08032302453662465
1292,0.9056507949635129
1293,0.10076822431515264
1294,0.7006191426322367
1295,0.4705717964977848
1296,0.14681343508058164
1297,0.16392015432158924
1298,0.11309519541958424
1299,0.9007711785167777
1300,0.1622181147638011
1301,0.4233947933186737
1302,0.16223799867670385
1303,0.9617258054167128
1304,0.14639324317871094
1305,0.06962376827482697
1306,0.9606289300026042
1307,0.0675053162445971
1308,0.06962376827482697
1309,0.13130898064731167
